	Gene	IndModel.adj.pvals	IndModel.FC	Tissue
515	ZC3H15	5.82e-90	-0.234579583	Ex
516	NAE1	7.1e-90	-0.327854663	Ex
517	NDRG3	7.24e-90	-0.178706371	Ex
518	MLLT10	7.6799999999999995e-90	-0.121179125	Ex
519	TMA7	7.7899999999999995e-90	-0.22820698	Ex
520	EXOC1	9.989999999999999e-90	-0.304287742	Ex
521	MAP2K5	1.0499999999999999e-89	-0.101433054	Ex
522	RPS6	1.4199999999999998e-89	-0.318810651	Ex
523	NHP2	1.4699999999999999e-89	-0.466536676	Ex
524	UQCRFS1	2.0199999999999998e-89	-0.404003812	Ex
525	GPATCH2	2.14e-89	-0.224361911	Ex
526	CDKL1	2.6299999999999996e-89	-0.129221655	Ex
527	AHI1	2.7299999999999996e-89	-0.159564637	Ex
528	ATR	3.2799999999999996e-89	-0.146087533	Ex
529	NGEF	4.2399999999999996e-89	-0.101522611	Ex
530	CCDC59	4.4199999999999996e-89	-0.3060698	Ex
531	UBAC2	5.099999999999999e-89	-0.143356219	Ex
532	ITGB1BP1	5.25e-89	-0.325695605	Ex
533	RPS6KA3	8.29e-89	-0.118400269	Ex
534	LGALS1	8.809999999999999e-89	-0.607026862	Ex
535	TMX4	8.819999999999999e-89	-0.246349983	Ex
536	CCDC85B	1.0400000000000001e-88	-0.253750562	Ex
537	EPB41L2	1.26e-88	-0.148147682	Ex
538	MAK	1.4800000000000002e-88	-0.481151951	Ex
539	ACYP1	1.76e-88	-0.640128099	Ex
540	RANBP1	1.92e-88	-0.493880867	Ex
541	KATNBL1	1.95e-88	-0.215372379	Ex
542	RPS9	2.2e-88	-0.21516219	Ex
543	PPP1R12A	2.44e-88	-0.137229054	Ex
544	PTPN2	2.49e-88	-0.238266453	Ex
545	DDX5	2.72e-88	-0.133259748	Ex
546	UBXN4	2.91e-88	-0.183025714	Ex
547	ATP6V0E2	2.91e-88	-0.221822623	Ex
548	DCTN3	3.4700000000000003e-88	-0.530514409	Ex
549	PLEKHM3	4.1800000000000004e-88	-0.160451661	Ex
550	CMSS1	4.4100000000000004e-88	-0.142421979	Ex
551	UNC13A	4.4100000000000004e-88	-0.131093939	Ex
552	ITM2C	4.84e-88	-0.169790547	Ex
553	CEP57	5.1e-88	-0.204439192	Ex
554	ETFDH	5.58e-88	-0.385840739	Ex
555	TTC19	5.600000000000001e-88	-0.144013644	Ex
556	HSD17B4	6.12e-88	-0.182361485	Ex
557	KIAA0368	6.41e-88	-0.190414865	Ex
558	UBR1	6.78e-88	-0.160884529	Ex
559	UGP2	7.070000000000001e-88	-0.19972108	Ex
560	LRRC8B	7.68e-88	-0.09925402	Ex
561	VPS41	1.06e-87	-0.203518189	Ex
562	APC	1.14e-87	-0.155716914	Ex
563	ELAVL1	1.19e-87	-0.237468526	Ex
564	ATP6V1H	1.34e-87	-0.153319177	Ex
565	FAR1	1.4e-87	-0.19709594	Ex
566	EPHX4	1.48e-87	-0.211489736	Ex
567	SORCS3	1.6000000000000001e-87	-0.169746925	Ex
568	MPPED2	1.68e-87	-0.091271188	Ex
569	ARFGEF2	2.11e-87	-0.149915409	Ex
570	MECR	2.4e-87	-0.478800521	Ex
571	SARS	2.93e-87	-0.263323566	Ex
572	KIF5C	3.19e-87	-0.142860038	Ex
573	BBIP1	3.37e-87	-0.241053427	Ex
574	SGTB	3.43e-87	-0.307413071	Ex
575	REEP5	3.66e-87	-0.209886025	Ex
576	MGLL	3.74e-87	-0.321731679	Ex
577	LMBR1	3.85e-87	-0.154652639	Ex
578	URGCP	4.2e-87	-0.278240211	Ex
579	USP4	4.32e-87	-0.189514166	Ex
580	MRPL51	4.86e-87	-0.612837179	Ex
581	FOXRED1	4.96e-87	-0.373952777	Ex
582	UBE2D3	5.83e-87	-0.122637275	Ex
583	RSRP1	6.8700000000000005e-87	-0.129190877	Ex
584	MFF	8.01e-87	-0.249294513	Ex
585	AARS	8.08e-87	-0.22803927	Ex
586	ATP6V1A	8.95e-87	-0.229188439	Ex
587	GHITM	1.38e-86	-0.304848249	Ex
588	NCALD	2.11e-86	-0.154634696	Ex
589	HNRNPDL	2.12e-86	-0.169523721	Ex
590	NALCN	2.12e-86	-0.110296903	Ex
591	RABGAP1	2.41e-86	-0.13832765	Ex
592	DAP3	2.41e-86	-0.247950211	Ex
593	PPM1H	2.47e-86	-0.126591021	Ex
594	NAALAD2	2.66e-86	-0.185800638	Ex
595	SDCCAG8	2.98e-86	-0.101517772	Ex
596	FEZ2	2.98e-86	-0.125057165	Ex
597	SLC12A2	3.65e-86	-0.178126493	Ex
598	AMBRA1	3.66e-86	-0.100501668	Ex
599	SYP	4.5700000000000005e-86	-0.198502591	Ex
600	NPC1	4.8300000000000004e-86	-0.376893496	Ex
601	SPATS2	5.82e-86	-0.1359767	Ex
602	MOAP1	5.82e-86	-0.29860995	Ex
603	CNOT10	1.0800000000000001e-85	-0.308179894	Ex
604	C11orf49	1.09e-85	-0.071649881	Ex
605	CCT3	1.32e-85	-0.249500165	Ex
606	COX7B	1.43e-85	-0.418409309	Ex
607	UBB	1.5400000000000002e-85	-0.267054387	Ex
608	NASP	1.6e-85	-0.360696495	Ex
609	FAM135A	1.6400000000000002e-85	-0.131772831	Ex
610	MTCH1	1.69e-85	-0.13374729	Ex
611	MRPL20	1.83e-85	-0.447386518	Ex
612	MAGEF1	2.08e-85	-0.574949999	Ex
613	SDHA	2.2700000000000002e-85	-0.298867705	Ex
614	KIFAP3	2.65e-85	-0.151685306	Ex
615	MTMR7	2.68e-85	-0.179577982	Ex
616	ROGDI	2.71e-85	-0.307214516	Ex
617	CCNYL1	3.1800000000000004e-85	-0.4175233	Ex
618	MOB3B	3.33e-85	-0.234191254	Ex
619	TPT1	4.0100000000000004e-85	-0.188133891	Ex
620	PCSK1	4.48e-85	-0.556978438	Ex
621	CALY	4.6e-85	-0.162551782	Ex
622	TEFM	4.7500000000000004e-85	-0.369422462	Ex
623	LAMB1	6.770000000000001e-85	-0.180689068	Ex
624	MCF2L2	6.92e-85	-0.11838187	Ex
625	P2RY14	7.09e-85	-0.452684759	Ex
626	DTNB	7.12e-85	-0.132688504	Ex
627	SETD5	7.24e-85	-0.138016058	Ex
628	FAM162A	9.14e-85	-0.381862078	Ex
629	ITGA9	9.17e-85	-0.142697553	Ex
630	UBE2B	1.04e-84	-0.13003535	Ex
631	CAST	1.0699999999999999e-84	-0.226092232	Ex
632	MBOAT2	1.12e-84	-0.118796581	Ex
633	SLC13A3	1.33e-84	-0.188952487	Ex
634	GDPD1	1.35e-84	-0.180020751	Ex
635	EPS15L1	1.4e-84	-0.145628066	Ex
636	FAM81A	1.44e-84	-0.154796016	Ex
637	LRRC37A3	1.48e-84	-0.170827632	Ex
638	GPX1	1.56e-84	-0.318383387	Ex
639	HACL1	2.24e-84	-0.193121859	Ex
640	FARSB	2.27e-84	-0.302584342	Ex
641	MCCC1	2.53e-84	-0.118707685	Ex
642	PREP	2.53e-84	-0.196159673	Ex
643	MRPS11	2.54e-84	-0.355982915	Ex
644	SNRNP25	2.68e-84	-0.639047062	Ex
645	C9orf3	2.71e-84	-0.060623292	Ex
646	RASA1	3.01e-84	-0.172441917	Ex
647	PSMD4	3.06e-84	-0.216765367	Ex
648	HSPA9	3.59e-84	-0.196276905	Ex
649	HACD3	3.59e-84	-0.238796199	Ex
650	SFXN1	4.88e-84	-0.195882347	Ex
651	LCMT1	6.26e-84	-0.26194975	Ex
652	PDE4B	6.4599999999999995e-84	-0.153835439	Ex
653	TESPA1	7.68e-84	-0.21076064	Ex
654	PSMC6	8.2e-84	-0.213592425	Ex
655	RNF115	8.48e-84	-0.104694852	Ex
656	H2AFY	8.51e-84	-0.248650895	Ex
657	CPNE8	9.25e-84	-0.096144099	Ex
658	ACYP2	1.18e-83	-0.111451769	Ex
659	CAMKK2	1.19e-83	-0.10479383	Ex
660	PDHA1	1.2e-83	-0.575442293	Ex
661	TPST1	1.32e-83	-0.079196729	Ex
662	GIGYF2	1.33e-83	-0.113359907	Ex
663	ARMC8	1.43e-83	-0.200182839	Ex
664	SERPINI1	1.44e-83	-0.172812997	Ex
665	ARHGEF11	1.4599999999999999e-83	-0.103220157	Ex
666	ST3GAL3	1.54e-83	-0.116748298	Ex
667	GALNT11	1.57e-83	-0.133419711	Ex
668	TRPM3	1.57e-83	-0.110635411	Ex
669	SLC25A12	1.61e-83	-0.108358335	Ex
670	UBE4B	2.02e-83	-0.142171884	Ex
671	UBE3A	3.02e-83	-0.128803118	Ex
672	COLQ	3.41e-83	-0.236680695	Ex
673	ENO1	3.45e-83	-0.219337301	Ex
674	ZFP14	3.78e-83	-0.354740922	Ex
675	SNCB	3.82e-83	-0.126479187	Ex
676	AMN1	5.2e-83	-0.202702106	Ex
677	BBS7	5.56e-83	-0.197722461	Ex
678	SEPT11	6.61e-83	-0.127243643	Ex
679	ZNF280D	6.85e-83	-0.082655994	Ex
680	FOXJ3	7.31e-83	-0.136729212	Ex
681	MTMR4	7.38e-83	-0.417673646	Ex
682	FIS1	7.73e-83	-0.484364679	Ex
683	RPS6KC1	8.8e-83	-0.103100951	Ex
684	MARK3	8.95e-83	-0.114387601	Ex
685	PDE7A	9.5e-83	-0.147522432	Ex
686	PGP	9.52e-83	-0.083156075	Ex
687	FAM182B	9.92e-83	-0.214680757	Ex
688	TATDN3	1.06e-82	-0.386638416	Ex
689	HMOX2	1.07e-82	-0.286976869	Ex
690	ACTR10	1.14e-82	-0.229707521	Ex
691	OPTN	1.2799999999999999e-82	-0.150988149	Ex
692	NAV2	1.43e-82	-0.061815102	Ex
693	RPAP2	1.48e-82	-0.128724832	Ex
694	ASPH	1.52e-82	-0.194733676	Ex
695	SUPT3H	1.54e-82	-0.100708849	Ex
696	C12orf76	1.57e-82	-0.267662012	Ex
697	VDAC2	1.86e-82	-0.289337282	Ex
698	PAAF1	2.43e-82	-0.465631441	Ex
699	QDPR	2.4499999999999998e-82	-0.216351603	Ex
700	TMEM150C	2.46e-82	-0.147540323	Ex
701	PARN	2.6299999999999998e-82	-0.251146962	Ex
702	PNN	2.64e-82	-0.20809817	Ex
703	PDE3B	3.01e-82	-0.100258283	Ex
704	CAND1	3.39e-82	-0.195633785	Ex
705	FAM13B	3.4e-82	-0.138247179	Ex
706	C19orf66	3.43e-82	-0.36086999	Ex
707	VCP	4.3799999999999995e-82	-0.178800424	Ex
708	PIP5K1A	4.64e-82	-0.156071426	Ex
709	TMEM175	5.07e-82	-0.26647	Ex
710	PTCD3	5.42e-82	-0.172225965	Ex
711	COPS8	5.72e-82	-0.396065651	Ex
712	HNRNPM	5.819999999999999e-82	-0.170391607	Ex
713	NDUFA12	5.9e-82	-0.329233821	Ex
714	TMSB10	6.349999999999999e-82	-0.192306182	Ex
715	DYNC1LI2	6.67e-82	-0.170812848	Ex
716	DPY30	6.67e-82	-0.288768185	Ex
717	GOLGA8A	7.84e-82	-0.252095719	Ex
718	RNMT	8.92e-82	-0.129044954	Ex
719	FOCAD	9.269999999999999e-82	-0.158285606	Ex
720	RPL19	1.16e-81	-0.173990458	Ex
721	REPS2	1.16e-81	-0.109161727	Ex
722	ARPC2	1.2e-81	-0.173948685	Ex
723	CAMLG	1.21e-81	-0.250432869	Ex
724	SNX29	1.23e-81	-0.150669542	Ex
725	ZRANB2	1.5e-81	-0.161769434	Ex
726	MGMT	1.5e-81	-0.377088671	Ex
727	MAPT	1.5e-81	-0.148043883	Ex
728	VPS53	1.56e-81	-0.113158354	Ex
729	DZIP3	1.81e-81	-0.124335992	Ex
730	FAR2	2.0199999999999998e-81	-0.105658458	Ex
731	HERC1	2.1e-81	-0.162046328	Ex
732	KIAA1841	2.16e-81	-0.239646877	Ex
733	CCDC82	2.18e-81	-0.254075007	Ex
734	AP2B1	2.37e-81	-0.078415585	Ex
735	GDA	2.45e-81	-0.122472823	Ex
736	METAP2	2.45e-81	-0.214571572	Ex
737	PIK3C2A	2.61e-81	-0.266551083	Ex
738	PSMB1	2.7e-81	-0.337253251	Ex
739	MTX2	2.77e-81	-0.148428018	Ex
740	TXNL1	3.1399999999999997e-81	-0.186283497	Ex
741	PARG	3.38e-81	-0.177005496	Ex
742	RPL13	3.4399999999999997e-81	-0.186819906	Ex
743	DHX29	4.479999999999999e-81	-0.254532048	Ex
744	SORBS1	5.34e-81	-0.142812602	Ex
745	CHM	5.84e-81	-0.193237853	Ex
746	MPPE1	7.04e-81	-0.400682783	Ex
747	TERF1	7.81e-81	-0.258242274	Ex
748	VPS29	8.07e-81	-0.278000481	Ex
749	DLEU1	8.259999999999999e-81	-0.476159908	Ex
750	TCEAL6	8.94e-81	-0.535852007	Ex
751	CBR4	9.02e-81	-0.149989594	Ex
752	FRYL	9.73e-81	-0.092481034	Ex
753	TCF7L2	9.86e-81	-0.286847078	Ex
754	LRRFIP2	1.1e-80	-0.099452877	Ex
755	MRPS25	1.13e-80	-0.317711222	Ex
756	NAGPA	1.21e-80	-0.182970101	Ex
757	DNAJC18	1.21e-80	-0.375874816	Ex
758	MAPK4	1.25e-80	-0.11325252	Ex
759	DYNC2LI1	1.31e-80	-0.119363159	Ex
760	SH3GL3	1.31e-80	-0.100898553	Ex
761	WBP2	1.43e-80	-0.154890845	Ex
762	SEPT7	1.55e-80	-0.166081493	Ex
763	SSB	1.67e-80	-0.281883577	Ex
764	PHTF1	2.05e-80	-0.205081718	Ex
765	RSPH3	2.36e-80	-0.18883684	Ex
766	TCEAL3	2.77e-80	-0.357149554	Ex
767	TMEM59	3.03e-80	-0.224286209	Ex
768	KIF1BP	3.44e-80	-0.483295101	Ex
769	CFAP69	3.63e-80	-0.280481945	Ex
770	AGO4	4.2e-80	-0.13269585	Ex
771	CSNK2A1	4.32e-80	-0.208084079	Ex
772	FAM49B	5.04e-80	-0.112568814	Ex
773	PFDN1	5.24e-80	-0.351113207	Ex
774	PPP1R2	5.42e-80	-0.339341207	Ex
775	NDUFAF3	6.04e-80	-0.396012739	Ex
776	SMARCA2	7.49e-80	-0.103013924	Ex
777	EVA1C	7.75e-80	-0.374331581	Ex
778	NDUFS4	8.64e-80	-0.278575778	Ex
779	SLTM	8.690000000000001e-80	-0.079201321	Ex
780	TPK1	9.05e-80	-0.175446722	Ex
781	EIF1AX	9.790000000000001e-80	-0.162957344	Ex
782	SPCS2	1.0300000000000001e-79	-0.299379523	Ex
783	PTPDC1	1.0900000000000002e-79	-0.338666458	Ex
784	NDUFB5	1.2e-79	-0.359169828	Ex
785	ARPC5L	1.2300000000000001e-79	-0.361692351	Ex
786	SECISBP2	1.2700000000000002e-79	-0.149641604	Ex
787	RAB7A	1.31e-79	-0.156697131	Ex
788	CFAP221	1.35e-79	-0.179948862	Ex
789	CREG2	1.53e-79	-0.195987036	Ex
790	LYRM4	1.66e-79	-0.17011125	Ex
791	PTCH2	1.71e-79	-0.337677199	Ex
792	RARS	1.7300000000000003e-79	-0.211575578	Ex
793	DRP2	1.94e-79	-0.208930859	Ex
794	NDUFA1	2.1400000000000003e-79	-0.420509754	Ex
795	ME3	2.5400000000000003e-79	-0.114974251	Ex
796	SLMAP	2.6100000000000002e-79	-0.120727551	Ex
797	LCLAT1	2.6300000000000003e-79	-0.226534016	Ex
798	MEAF6	3.3000000000000004e-79	-0.270454407	Ex
799	TCHP	3.32e-79	-0.563967938	Ex
800	FHOD3	3.4600000000000006e-79	-0.086281916	Ex
801	KCNT2	3.7700000000000003e-79	-0.099101926	Ex
802	SPG7	4.0000000000000006e-79	-0.127684096	Ex
803	LDLRAD4	4.2000000000000005e-79	-0.10957242	Ex
804	TMEM223	4.4900000000000004e-79	-0.662820716	Ex
805	ARMCX3	5.510000000000001e-79	-0.246188655	Ex
806	ANKRD13C	5.56e-79	-0.096899792	Ex
807	TMOD2	5.65e-79	-0.130405282	Ex
808	PILRB	5.700000000000001e-79	-0.320904483	Ex
809	MTMR9	5.75e-79	-0.292040792	Ex
810	SCAF8	5.97e-79	-0.153583113	Ex
811	ERICH1	6.13e-79	-0.290806745	Ex
812	PLEKHA1	6.36e-79	-0.130809402	Ex
813	CUL4A	6.420000000000001e-79	-0.174983217	Ex
814	PGK1	6.440000000000001e-79	-0.20162396	Ex
815	PPM1K	7.19e-79	-0.132577471	Ex
816	PTPN11	7.45e-79	-0.248232527	Ex
817	SIK2	8.64e-79	-0.092788423	Ex
818	ACO2	9.160000000000001e-79	-0.166998734	Ex
819	COA1	1.02e-78	-0.21331188	Ex
820	MFSD11	1.08e-78	-0.213921883	Ex
821	ZCCHC17	1.16e-78	-0.197443202	Ex
822	CALD1	1.16e-78	-0.245650585	Ex
823	UQCRHL	1.26e-78	-0.439601697	Ex
824	ORC4	1.43e-78	-0.148412686	Ex
825	C4orf47	1.56e-78	-0.348219704	Ex
826	MYSM1	1.59e-78	-0.189030536	Ex
827	SERPINF1	1.87e-78	-0.592356494	Ex
828	TMEM165	1.87e-78	-0.22536075	Ex
829	BORCS5	1.87e-78	-0.336545857	Ex
830	TBCB	1.97e-78	-0.260059536	Ex
831	NARS	2.12e-78	-0.256542217	Ex
832	RAD18	2.16e-78	-0.279017764	Ex
833	ABCC8	2.16e-78	-0.160192025	Ex
834	LYRM5	2.48e-78	-0.367515035	Ex
835	EXOG	2.55e-78	-0.346499964	Ex
836	USP32	2.94e-78	-0.151113601	Ex
837	P4HTM	3.36e-78	-0.096958151	Ex
838	GABRD	3.45e-78	-0.240440664	Ex
839	PRKAR1A	3.51e-78	-0.214403932	Ex
840	FNBP4	3.7e-78	-0.132982686	Ex
841	ADAM23	3.75e-78	-0.155046865	Ex
842	SYT16	4.1e-78	-0.113794509	Ex
843	HTT	4.11e-78	-0.114363221	Ex
844	RSU1	4.44e-78	-0.241054724	Ex
845	RRAGA	4.52e-78	-0.314230452	Ex
846	ADK	5.27e-78	-0.0847481	Ex
847	MAN2A1	6.56e-78	-0.080193297	Ex
848	TNPO3	7.98e-78	-0.192695258	Ex
849	KIF3A	1.07e-77	-0.156499702	Ex
850	TRA2A	1.2500000000000001e-77	-0.093371923	Ex
851	PDCD6IP	1.2600000000000001e-77	-0.225127124	Ex
852	STK39	1.3900000000000001e-77	-0.117471411	Ex
853	PIGZ	1.43e-77	-0.375894136	Ex
854	FBF1	1.47e-77	-0.97815769	Ex
855	PLXNC1	1.5e-77	-0.164652585	Ex
856	EEA1	1.72e-77	-0.203608631	Ex
857	CCDC85A	1.87e-77	-0.132495849	Ex
858	MSH3	1.9e-77	-0.135226034	Ex
859	RRP7A	2.28e-77	-0.594722611	Ex
860	DUT	2.36e-77	-0.243871917	Ex
861	YEATS2	2.47e-77	-0.117796806	Ex
862	ATP8B1	3.08e-77	-0.29184765	Ex
863	MRPL57	3.6e-77	-0.529015086	Ex
864	PDP1	3.81e-77	-0.134172053	Ex
865	OSBPL8	4.29e-77	-0.090047408	Ex
866	GRID1	4.35e-77	-0.087087976	Ex
867	ULK2	5.3e-77	-0.170694718	Ex
868	VMP1	5.53e-77	-0.169897816	Ex
869	RAB18	6.05e-77	-0.214320753	Ex
870	IPO5	7.550000000000001e-77	-0.188392993	Ex
871	ASNS	8.04e-77	-0.270904001	Ex
872	PRKAG1	8.52e-77	-0.516202399	Ex
873	FBXL2	9.08e-77	-0.108089613	Ex
874	KLHL42	9.43e-77	-0.153984516	Ex
875	MTCL1	1.1e-76	-0.057309991	Ex
876	KPNA6	1.19e-76	-0.12936425	Ex
877	IARS	1.19e-76	-0.217795084	Ex
878	SPATS2L	1.2899999999999999e-76	-0.094684375	Ex
879	STX6	1.47e-76	-0.46358454	Ex
880	ARF1	1.53e-76	-0.147834648	Ex
881	UVRAG	1.54e-76	-0.053902581	Ex
882	SBF2	1.56e-76	-0.073045468	Ex
883	NUDC	1.67e-76	-0.132192372	Ex
884	CACYBP	1.83e-76	-0.324339317	Ex
885	TCF12	1.85e-76	-0.10308565	Ex
886	FAU	1.91e-76	-0.293302273	Ex
887	CAMK4	1.93e-76	-0.068141401	Ex
888	USP15	2.23e-76	-0.090863486	Ex
889	PIGL	2.42e-76	-0.253258174	Ex
890	HLA-A	2.45e-76	-0.891608167	Ex
891	MKKS	2.4899999999999998e-76	-0.262112068	Ex
892	PLEKHA7	2.53e-76	-0.170519609	Ex
893	PCMTD1	2.68e-76	-0.124261425	Ex
894	WRB	2.85e-76	-0.283297265	Ex
895	PPM1B	3.03e-76	-0.141010422	Ex
896	ALS2	3.26e-76	-0.125672483	Ex
897	SPTAN1	3.39e-76	-0.118711186	Ex
898	BCKDHB	3.71e-76	-0.135173261	Ex
899	C9orf16	4.7e-76	-0.108753601	Ex
900	ANKRD28	4.71e-76	-0.08044544	Ex
901	DNAH7	4.77e-76	-0.117278109	Ex
902	PPHLN1	4.77e-76	-0.077385742	Ex
903	TLK1	5.11e-76	-0.088672446	Ex
904	EIF4E	5.76e-76	-0.140379355	Ex
905	TRANK1	6.23e-76	-0.200022882	Ex
906	SPRED2	6.69e-76	-0.260901041	Ex
907	ZNF248	7.66e-76	-0.081087876	Ex
908	NLN	7.77e-76	-0.215048759	Ex
909	GTF2H3	7.85e-76	-0.452391723	Ex
910	ATP6AP1	7.91e-76	-0.184799268	Ex
911	FAM134B	8.37e-76	-0.145922457	Ex
912	ZNF611	8.8e-76	-0.36171206	Ex
913	NDUFS3	9.23e-76	-0.371663672	Ex
914	BTAF1	1.06e-75	-0.203655964	Ex
915	CCDC57	1.3e-75	-0.100905068	Ex
916	PKIG	1.31e-75	-0.072343305	Ex
917	COG7	1.31e-75	-0.213800951	Ex
918	ZFAND5	1.49e-75	-0.172273432	Ex
919	INVS	1.49e-75	-0.132304465	Ex
920	RIC1	1.51e-75	-0.33846867	Ex
921	APBA2	1.56e-75	-0.101181908	Ex
922	UFC1	1.63e-75	-0.4699791	Ex
923	MRPL55	1.64e-75	-0.428756509	Ex
924	NDUFB2	1.99e-75	-0.425395813	Ex
925	RPS20	2.01e-75	-0.111670894	Ex
926	PPP1R12B	2.02e-75	-0.069688571	Ex
927	MYO5C	2.08e-75	-0.283145683	Ex
928	STRAP	2.11e-75	-0.204774575	Ex
929	LRRC16A	2.11e-75	-0.079644229	Ex
930	YARS	2.32e-75	-0.221417671	Ex
931	PARK2	2.47e-75	-0.093647648	Ex
932	RALGPS1	2.56e-75	-0.091732796	Ex
933	GPR158	2.75e-75	-0.107555731	Ex
934	C10orf76	2.8400000000000003e-75	-0.151176013	Ex
935	MNAT1	2.92e-75	-0.074278302	Ex
936	SMIM14	3.07e-75	-0.205021423	Ex
937	HPRT1	3.07e-75	-0.089170594	Ex
938	EMC3	3.31e-75	-0.362614139	Ex
939	ANKS1A	3.65e-75	-0.189092276	Ex
940	MED27	3.82e-75	-0.114464756	Ex
941	THRAP3	3.84e-75	-0.075104768	Ex
942	PRKCZ	3.89e-75	-0.097230646	Ex
943	SMIM12	3.95e-75	-0.271711791	Ex
944	EXOC6	4.49e-75	-0.08041595	Ex
945	WDFY3	4.52e-75	-0.104958529	Ex
946	HNRNPA2B1	5.24e-75	-0.138606375	Ex
947	ID2	5.79e-75	-0.191088399	Ex
948	GOLGA4	6.25e-75	-0.062263153	Ex
949	ARHGEF7	6.65e-75	-0.119537575	Ex
950	TOP1	8.11e-75	-0.115251061	Ex
951	GPX4	8.8e-75	-0.17997928	Ex
952	LMO7	1.07e-74	-0.117109741	Ex
953	BANF1	1.0899999999999999e-74	-0.354621909	Ex
954	GPR22	1.12e-74	-0.15396025	Ex
955	ARHGEF2	1.2899999999999999e-74	-0.155739521	Ex
956	ZNF721	1.33e-74	-0.054061838	Ex
957	FUBP3	1.33e-74	-0.234586666	Ex
958	COL26A1	1.3599999999999999e-74	-0.106595724	Ex
959	NBEAL1	1.37e-74	-0.102998753	Ex
960	TRMT112	1.4199999999999999e-74	-0.255375881	Ex
961	ESYT2	1.57e-74	-0.054409768	Ex
962	CTNNA3	1.6e-74	-0.111896781	Ex
963	PITPNA	1.6299999999999998e-74	-0.177467583	Ex
964	PHACTR3	1.65e-74	-0.052306968	Ex
965	JAK1	1.72e-74	-0.206828349	Ex
966	SCAF11	1.81e-74	-0.102313854	Ex
967	NEK10	1.87e-74	-0.111704632	Ex
968	SCFD1	1.9e-74	-0.148477762	Ex
969	RP11-701H24.9	2e-74	-0.155111394	Ex
970	UBE2E3	2.09e-74	-0.139334474	Ex
971	NRF1	2.3e-74	-0.15208325	Ex
972	MPP7	2.36e-74	-0.160169272	Ex
973	SH3D19	2.9599999999999998e-74	-0.061729119	Ex
974	ENSA	3.05e-74	-0.06255984	Ex
975	BIRC6	3.06e-74	-0.122298418	Ex
976	CALM3	3.18e-74	-0.19689868	Ex
977	USP11	3.2699999999999997e-74	-0.168450149	Ex
978	FXYD7	3.45e-74	-0.191652694	Ex
979	DENND4C	3.5099999999999997e-74	-0.166837886	Ex
980	TFCP2	3.74e-74	-0.106998416	Ex
981	EAPP	3.74e-74	-0.262805161	Ex
982	TBCK	4.06e-74	-0.046656083	Ex
983	LAMTOR4	4.18e-74	-0.269795938	Ex
984	PDHB	4.3399999999999996e-74	-0.488713004	Ex
985	C19orf70	4.56e-74	-0.482164445	Ex
986	DDX50	4.6599999999999994e-74	-0.257166733	Ex
987	CUL1	4.8999999999999995e-74	-0.043438615	Ex
988	USP9Y	4.96e-74	-0.208094222	Ex
989	TMEM38A	5.76e-74	-0.066111745	Ex
990	NDUFB6	5.9599999999999995e-74	-0.282706101	Ex
991	VPS28	6.16e-74	-0.23688479	Ex
992	FAM188A	7.11e-74	-0.07142073	Ex
993	MARCH6	7.14e-74	-0.12457734	Ex
994	G3BP2	7.309999999999999e-74	-0.123328668	Ex
995	HMBOX1	7.34e-74	-0.156092095	Ex
996	EIF5B	8.06e-74	-0.132954892	Ex
997	MTHFD1	8.27e-74	-0.342484543	Ex
998	MICAL2	8.36e-74	-0.073821957	Ex
999	RASA2	8.47e-74	-0.059871276	Ex
1000	CAPRIN2	8.82e-74	-0.301560885	Ex
1001	RNF170	8.89e-74	-0.202276566	Ex
1002	PICALM	9.97e-74	-0.102909276	Ex
1003	SCG2	1e-73	-0.295185676	Ex
1004	RNH1	1e-73	-0.482387108	Ex
1005	ULK4	1.01e-73	-0.096709778	Ex
1006	DPP8	1.23e-73	-0.179567759	Ex
1007	MIEN1	1.4600000000000002e-73	-0.309726906	Ex
1008	LRRFIP1	1.59e-73	-0.013421435	Ex
1009	GPATCH8	1.6600000000000002e-73	-0.14328375	Ex
1010	SND1	1.76e-73	-0.086199863	Ex
1011	GLTSCR1L	1.88e-73	-0.106256026	Ex
1012	NEK9	2.0700000000000002e-73	-0.317057836	Ex
1013	ARFGEF1	2.08e-73	-0.132316181	Ex
1014	ADGRB3	2.1000000000000002e-73	0.211614248	Ex
1015	PLCL2	2.13e-73	-0.06423831	Ex
1016	BCAS2	2.2e-73	-0.429540943	Ex
1017	CA4	2.3600000000000002e-73	-0.468543101	Ex
1018	MDN1	2.3600000000000002e-73	-0.072044827	Ex
1019	LRPPRC	2.94e-73	-0.139781419	Ex
1020	HTR2A	3.02e-73	-0.193528856	Ex
1021	GBAS	3.2000000000000005e-73	-0.2369993	Ex
1022	ZCCHC7	3.25e-73	-0.080104731	Ex
1023	PPP3CC	3.3e-73	-0.125300723	Ex
1024	MRPS26	3.6100000000000004e-73	-0.275896094	Ex
1025	PTPN1	4.1400000000000004e-73	-0.205142258	Ex
1026	TANGO6	4.4300000000000004e-73	-0.111466893	Ex
1027	MTOR	4.5200000000000006e-73	-0.220457778	Ex
1028	ARIH1	5.31e-73	-0.106362289	Ex
1029	AGFG1	5.3500000000000004e-73	-0.069936768	Ex
1030	RBM6	5.55e-73	-0.106868461	Ex
1031	DGKH	6.33e-73	-0.173593231	Ex
1032	RLF	7.610000000000001e-73	-0.148218914	Ex
1033	FNBP1	7.970000000000001e-73	-0.126326358	Ex
